,neu,Datum
Städteregion,0,10_25_2020
Städteregion,402,10_26_2020
Städteregion,80,10_27_2020
Städteregion,113,10_28_2020
Städteregion,235,10_29_2020
Städteregion,295,10_30_2020
Städteregion,313,10_31_2020
Städteregion,139,11_01_2020
Städteregion,-3,11_02_2020
Städteregion,92,11_03_2020
Städteregion,125,11_04_2020
Städteregion,241,11_05_2020
Städteregion,229,11_06_2020
Städteregion,369,11_07_2020
Städteregion,102,11_08_2020
Städteregion,54,11_09_2020
Städteregion,153,11_10_2020
Städteregion,232,11_11_2020
Städteregion,213,11_12_2020
Städteregion,340,11_13_2020
Städteregion,452,11_14_2020
Städteregion,7,11_15_2020
Städteregion,11,11_16_2020
Städteregion,47,11_17_2020
Städteregion,192,11_18_2020
Städteregion,259,11_19_2020
Städteregion,132,11_20_2020
Städteregion,166,11_21_2020
Städteregion,102,11_22_2020
Städteregion,78,11_23_2020
Städteregion,154,11_24_2020
Städteregion,151,11_25_2020
Städteregion,40,11_26_2020
Städteregion,107,11_27_2020
Städteregion,218,11_28_2020
Städteregion,25,11_29_2020
Städteregion,35,11_30_2020
Städteregion,144,12_01_2020
Städteregion,145,12_02_2020
Städteregion,159,12_03_2020
Städteregion,109,12_04_2020
Städteregion,129,12_05_2020
Städteregion,51,12_06_2020
Städteregion,27,12_07_2020
Städteregion,142,12_08_2020
Städteregion,220,12_09_2020
Städteregion,115,12_10_2020
Städteregion,212,12_11_2020
Städteregion,166,12_12_2020
Städteregion,35,12_13_2020
Städteregion,55,12_14_2020
Städteregion,172,12_15_2020
Städteregion,218,12_16_2020
Städteregion,177,12_17_2020
Städteregion,218,12_18_2020
Städteregion,169,12_19_2020
Städteregion,110,12_20_2020
Städteregion,55,12_21_2020
Städteregion,132,12_22_2020
Städteregion,276,12_23_2020
Städteregion,221,12_24_2020
Städteregion,71,12_25_2020
Städteregion,44,12_26_2020
Städteregion,124,12_27_2020
Städteregion,66,12_28_2020
Städteregion,170,12_29_2020
Städteregion,147,12_30_2020
Städteregion,170,12_31_2020
Städteregion,12,01_01_2021
Städteregion,24,01_02_2021
Städteregion,120,01_03_2021
Städteregion,2,01_04_2021
Städteregion,109,01_05_2021
Städteregion,196,01_06_2021
Städteregion,183,01_07_2021
Städteregion,136,01_08_2021
Städteregion,92,01_09_2021
Städteregion,21,01_10_2021
Städteregion,9,01_11_2021
Städteregion,79,01_12_2021
Städteregion,109,01_13_2021
Städteregion,88,01_14_2021
Städteregion,74,01_15_2021
Städteregion,93,01_16_2021
Städteregion,19,01_17_2021
Städteregion,2,01_18_2021
Städteregion,104,01_19_2021
Städteregion,44,01_20_2021
Städteregion,83,01_21_2021
Städteregion,97,01_22_2021
Städteregion,96,01_23_2021
Städteregion,42,01_24_2021
Städteregion,16,01_25_2021
Städteregion,63,01_26_2021
Städteregion,124,01_27_2021
Städteregion,86,01_28_2021
Städteregion,85,01_29_2021
Städteregion,85,01_30_2021
Städteregion,8,01_31_2021
Städteregion,5,02_01_2021
Städteregion,43,02_02_2021
Städteregion,70,02_03_2021
Städteregion,45,02_04_2021
Städteregion,68,02_05_2021
Städteregion,83,02_06_2021
Städteregion,11,02_07_2021
Städteregion,7,02_08_2021
Städteregion,103,02_09_2021
Städteregion,51,02_10_2021
Städteregion,64,02_11_2021
Städteregion,37,02_12_2021
Städteregion,0,02_13_2021
Städteregion,46,02_14_2021
Städteregion,3,02_15_2021
Städteregion,28,02_16_2021
Städteregion,52,02_17_2021
Städteregion,29,02_18_2021
Städteregion,46,02_19_2021
Städteregion,56,02_20_2021
Städteregion,7,02_21_2021
Städteregion,2,02_22_2021
Städteregion,61,02_23_2021
Städteregion,75,02_24_2021
Städteregion,38,02_25_2021
Städteregion,49,02_26_2021
Städteregion,26,02_27_2021
Städteregion,10,02_28_2021
Städteregion,3,03_01_2021
Städteregion,78,03_02_2021
Städteregion,132,03_03_2021
Städteregion,72,03_04_2021
Städteregion,88,03_05_2021
Städteregion,70,03_06_2021
Städteregion,21,03_07_2021
Städteregion,6,03_08_2021
Städteregion,97,03_09_2021
Städteregion,103,03_10_2021
Städteregion,96,03_11_2021
Städteregion,108,03_12_2021
Städteregion,54,03_13_2021
Städteregion,58,03_14_2021
Städteregion,3,03_15_2021
Städteregion,105,03_16_2021
Städteregion,157,03_17_2021
Städteregion,116,03_18_2021
Städteregion,109,03_19_2021
Städteregion,57,03_20_2021
Städteregion,45,03_21_2021
Städteregion,4,03_22_2021
Städteregion,100,03_23_2021
Städteregion,169,03_24_2021
Städteregion,107,03_25_2021
Städteregion,68,03_26_2021
Städteregion,114,03_27_2021
Städteregion,20,03_28_2021
Städteregion,21,03_29_2021
Städteregion,85,03_30_2021
Städteregion,151,03_31_2021
Städteregion,173,04_01_2021
Städteregion,121,04_02_2021
Städteregion,29,04_03_2021
Städteregion,22,04_04_2021
Städteregion,75,04_05_2021
Städteregion,17,04_06_2021
Städteregion,235,04_07_2021
Städteregion,93,04_08_2021
Städteregion,133,04_09_2021
Städteregion,126,04_10_2021
Städteregion,51,04_11_2021
Städteregion,9,04_12_2021
Städteregion,206,04_13_2021
Städteregion,173,04_14_2021
Städteregion,102,04_15_2021
Städteregion,206,04_16_2021
Städteregion,122,04_17_2021
Städteregion,38,04_18_2021
Städteregion,73,04_19_2021
Städteregion,134,04_20_2021
Städteregion,200,04_21_2021
Städteregion,190,04_22_2021
Städteregion,200,04_23_2021
Städteregion,149,04_24_2021
Städteregion,50,04_25_2021
Städteregion,24,04_26_2021
Städteregion,105,04_27_2021
Städteregion,254,04_28_2021
Städteregion,178,04_29_2021
Städteregion,154,04_30_2021
Städteregion,96,05_01_2021
Städteregion,46,05_02_2021
Städteregion,53,05_03_2021
Städteregion,148,05_04_2021
Städteregion,132,05_05_2021
Städteregion,93,05_06_2021
Städteregion,102,05_07_2021
Städteregion,111,05_08_2021
Städteregion,26,05_09_2021
Städteregion,37,05_10_2021
Städteregion,102,05_11_2021
Städteregion,181,05_12_2021
Städteregion,137,05_13_2021
Städteregion,70,05_14_2021
Städteregion,70,05_15_2021
Städteregion,62,05_16_2021
Städteregion,71,05_17_2021
Städteregion,127,05_18_2021
Städteregion,115,05_19_2021
Städteregion,64,05_20_2021
Städteregion,79,05_21_2021
Städteregion,73,05_22_2021
Städteregion,8,05_23_2021
Städteregion,15,05_24_2021
Städteregion,18,05_25_2021
Städteregion,67,05_26_2021
Städteregion,55,05_27_2021
Städteregion,34,05_28_2021
Städteregion,55,05_29_2021
Städteregion,1,05_30_2021
Städteregion,21,05_31_2021
Städteregion,44,06_01_2021
Städteregion,25,06_02_2021
Städteregion,20,06_03_2021
Städteregion,13,06_04_2021
Städteregion,11,06_05_2021
Städteregion,4,06_06_2021
Städteregion,10,06_07_2021
Städteregion,40,06_08_2021
Städteregion,17,06_09_2021
Städteregion,6,06_10_2021
Städteregion,7,06_11_2021
Städteregion,16,06_12_2021
Städteregion,0,06_13_2021
Städteregion,10,06_14_2021
Stolberg,null,08_05_2020
Stolberg,1,08_06_2020
Stolberg,4,08_07_2020
Stolberg,0,08_08_2020
Stolberg,0,08_09_2020
Stolberg,0,08_10_2020
Stolberg,1,08_11_2020
Stolberg,0,08_12_2020
Stolberg,3,08_13_2020
Stolberg,3,08_14_2020
Stolberg,0,08_15_2020
Stolberg,0,08_16_2020
Stolberg,4,08_17_2020
Stolberg,0,08_18_2020
Stolberg,2,08_19_2020
Stolberg,6,08_20_2020
Stolberg,1,08_21_2020
Stolberg,0,08_22_2020
Stolberg,0,08_23_2020
Stolberg,10,08_24_2020
Stolberg,1,08_25_2020
Stolberg,0,08_26_2020
Stolberg,0,08_27_2020
Stolberg,5,08_28_2020
Stolberg,0,08_29_2020
Stolberg,0,08_30_2020
Stolberg,0,08_31_2020
Stolberg,2,09_01_2020
Stolberg,1,09_02_2020
Stolberg,0,09_03_2020
Stolberg,0,09_04_2020
Stolberg,0,09_05_2020
Stolberg,0,09_06_2020
Stolberg,0,09_07_2020
Stolberg,0,09_08_2020
Stolberg,0,09_09_2020
Stolberg,0,09_10_2020
Stolberg,0,09_11_2020
Stolberg,0,09_12_2020
Stolberg,0,09_13_2020
Stolberg,0,09_14_2020
Stolberg,5,09_15_2020
Stolberg,0,09_16_2020
Stolberg,1,09_17_2020
Stolberg,1,09_18_2020
Stolberg,0,09_19_2020
Stolberg,0,09_20_2020
Stolberg,1,09_21_2020
Stolberg,3,09_22_2020
Stolberg,0,09_23_2020
Stolberg,2,09_24_2020
Stolberg,1,09_25_2020
Stolberg,0,09_26_2020
Stolberg,0,09_27_2020
Stolberg,7,09_28_2020
Stolberg,0,09_29_2020
Stolberg,1,09_30_2020
Stolberg,1,10_01_2020
Stolberg,2,10_02_2020
Stolberg,0,10_03_2020
Stolberg,5,10_04_2020
Stolberg,0,10_05_2020
Stolberg,1,10_06_2020
Stolberg,1,10_07_2020
Stolberg,8,10_08_2020
Stolberg,4,10_09_2020
Stolberg,9,10_10_2020
Stolberg,5,10_11_2020
Stolberg,2,10_12_2020
Stolberg,2,10_13_2020
Stolberg,1,10_14_2020
Stolberg,12,10_15_2020
Stolberg,9,10_16_2020
Stolberg,8,10_17_2020
Stolberg,0,10_18_2020
Stolberg,10,10_19_2020
Stolberg,1,10_20_2020
Stolberg,4,10_21_2020
Stolberg,20,10_22_2020
Stolberg,21,10_23_2020
Stolberg,13,10_24_2020
Stolberg,0,10_25_2020
Stolberg,43,10_26_2020
Stolberg,13,10_27_2020
Stolberg,17,10_28_2020
Stolberg,26,10_29_2020
Stolberg,35,10_30_2020
Stolberg,32,10_31_2020
Stolberg,12,11_01_2020
Stolberg,-1,11_02_2020
Stolberg,11,11_03_2020
Stolberg,12,11_04_2020
Stolberg,32,11_05_2020
Stolberg,13,11_06_2020
Stolberg,28,11_07_2020
Stolberg,20,11_08_2020
Stolberg,5,11_09_2020
Stolberg,15,11_10_2020
Stolberg,30,11_11_2020
Stolberg,18,11_12_2020
Stolberg,48,11_13_2020
Stolberg,0,11_14_2020
Stolberg,55,11_15_2020
Stolberg,3,11_16_2020
Stolberg,3,11_17_2020
Stolberg,24,11_18_2020
Stolberg,52,11_19_2020
Stolberg,22,11_20_2020
Stolberg,0,11_21_2020
Stolberg,0,11_22_2020
Stolberg,55,11_23_2020
Stolberg,24,11_24_2020
Stolberg,24,11_25_2020
Stolberg,6,11_26_2020
Stolberg,16,11_27_2020
Stolberg,35,11_28_2020
Stolberg,4,11_29_2020
Stolberg,4,11_30_2020
Stolberg,19,12_01_2020
Stolberg,28,12_02_2020
Stolberg,14,12_03_2020
Stolberg,16,12_04_2020
Stolberg,14,12_05_2020
Stolberg,5,12_06_2020
Stolberg,3,12_07_2020
Stolberg,10,12_08_2020
Stolberg,30,12_09_2020
Stolberg,13,12_10_2020
Stolberg,27,12_11_2020
Stolberg,34,12_12_2020
Stolberg,8,12_13_2020
Stolberg,2,12_14_2020
Stolberg,25,12_15_2020
Stolberg,24,12_16_2020
Stolberg,40,12_17_2020
Stolberg,21,12_18_2020
Stolberg,20,12_19_2020
Stolberg,13,12_20_2020
Stolberg,4,12_21_2020
Stolberg,26,12_22_2020
Stolberg,25,12_23_2020
Stolberg,23,12_24_2020
Stolberg,13,12_25_2020
Stolberg,1,12_26_2020
Stolberg,32,12_27_2020
Stolberg,8,12_28_2020
Stolberg,26,12_29_2020
Stolberg,8,12_30_2020
Stolberg,16,12_31_2020
Stolberg,1,01_01_2021
Stolberg,6,01_02_2021
Stolberg,15,01_03_2021
Stolberg,1,01_04_2021
Stolberg,4,01_05_2021
Stolberg,16,01_06_2021
Stolberg,12,01_07_2021
Stolberg,7,01_08_2021
Stolberg,9,01_09_2021
Stolberg,4,01_10_2021
Stolberg,0,01_11_2021
Stolberg,4,01_12_2021
Stolberg,4,01_13_2021
Stolberg,3,01_14_2021
Stolberg,3,01_15_2021
Stolberg,6,01_16_2021
Stolberg,2,01_17_2021
Stolberg,0,01_18_2021
Stolberg,7,01_19_2021
Stolberg,5,01_20_2021
Stolberg,6,01_21_2021
Stolberg,4,01_22_2021
Stolberg,6,01_23_2021
Stolberg,2,01_24_2021
Stolberg,2,01_25_2021
Stolberg,7,01_26_2021
Stolberg,21,01_27_2021
Stolberg,8,01_28_2021
Stolberg,10,01_29_2021
Stolberg,6,01_30_2021
Stolberg,1,01_31_2021
Stolberg,2,02_01_2021
Stolberg,4,02_02_2021
Stolberg,4,02_03_2021
Stolberg,6,02_04_2021
Stolberg,8,02_05_2021
Stolberg,4,02_06_2021
Stolberg,3,02_07_2021
Stolberg,0,02_08_2021
Stolberg,12,02_09_2021
Stolberg,2,02_10_2021
Stolberg,2,02_11_2021
Stolberg,0,02_12_2021
Stolberg,0,02_13_2021
Stolberg,8,02_14_2021
Stolberg,0,02_15_2021
Stolberg,1,02_16_2021
Stolberg,4,02_17_2021
Stolberg,4,02_18_2021
Stolberg,8,02_19_2021
Stolberg,1,02_20_2021
Stolberg,2,02_21_2021
Stolberg,0,02_22_2021
Stolberg,5,02_23_2021
Stolberg,11,02_24_2021
Stolberg,3,02_25_2021
Stolberg,9,02_26_2021
Stolberg,6,02_27_2021
Stolberg,1,02_28_2021
Stolberg,1,03_01_2021
Stolberg,16,03_02_2021
Stolberg,29,03_03_2021
Stolberg,15,03_04_2021
Stolberg,15,03_05_2021
Stolberg,4,03_06_2021
Stolberg,4,03_07_2021
Stolberg,0,03_08_2021
Stolberg,8,03_09_2021
Stolberg,20,03_10_2021
Stolberg,9,03_11_2021
Stolberg,16,03_12_2021
Stolberg,2,03_13_2021
Stolberg,8,03_14_2021
Stolberg,1,03_15_2021
Stolberg,9,03_16_2021
Stolberg,15,03_17_2021
Stolberg,7,03_18_2021
Stolberg,7,03_19_2021
Stolberg,6,03_20_2021
Stolberg,9,03_21_2021
Stolberg,3,03_22_2021
Stolberg,20,03_23_2021
Stolberg,20,03_24_2021
Stolberg,18,03_25_2021
Stolberg,11,03_26_2021
Stolberg,20,03_27_2021
Stolberg,2,03_28_2021
Stolberg,2,03_29_2021
Stolberg,9,03_30_2021
Stolberg,19,03_31_2021
Stolberg,15,04_01_2021
Stolberg,11,04_02_2021
Stolberg,6,04_03_2021
Stolberg,1,04_04_2021
Stolberg,4,04_05_2021
Stolberg,3,04_06_2021
Stolberg,22,04_07_2021
Stolberg,5,04_08_2021
Stolberg,7,04_09_2021
Stolberg,17,04_10_2021
Stolberg,10,04_11_2021
Stolberg,2,04_12_2021
Stolberg,21,04_13_2021
Stolberg,18,04_14_2021
Stolberg,19,04_15_2021
Stolberg,15,04_16_2021
Stolberg,8,04_17_2021
Stolberg,2,04_18_2021
Stolberg,9,04_19_2021
Stolberg,6,04_20_2021
Stolberg,26,04_21_2021
Stolberg,21,04_22_2021
Stolberg,19,04_23_2021
Stolberg,20,04_24_2021
Stolberg,3,04_25_2021
Stolberg,2,04_26_2021
Stolberg,14,04_27_2021
Stolberg,39,04_28_2021
Stolberg,38,04_29_2021
Stolberg,20,04_30_2021
Stolberg,13,05_01_2021
Stolberg,7,05_02_2021
Stolberg,3,05_03_2021
Stolberg,28,05_04_2021
Stolberg,20,05_05_2021
Stolberg,10,05_06_2021
Stolberg,25,05_07_2021
Stolberg,18,05_08_2021
Stolberg,4,05_09_2021
Stolberg,4,05_10_2021
Stolberg,20,05_11_2021
Stolberg,32,05_12_2021
Stolberg,14,05_13_2021
Stolberg,6,05_14_2021
Stolberg,5,05_15_2021
Stolberg,9,05_16_2021
Stolberg,8,05_17_2021
Stolberg,13,05_18_2021
Stolberg,14,05_19_2021
Stolberg,7,05_20_2021
Stolberg,11,05_21_2021
Stolberg,14,05_22_2021
Stolberg,3,05_23_2021
Stolberg,7,05_24_2021
Stolberg,1,05_25_2021
Stolberg,10,05_26_2021
Stolberg,4,05_27_2021
Stolberg,4,05_28_2021
Stolberg,8,05_29_2021
Stolberg,1,05_30_2021
Stolberg,7,05_31_2021
Stolberg,4,06_01_2021
Stolberg,5,06_02_2021
Stolberg,1,06_03_2021
Stolberg,3,06_04_2021
Stolberg,2,06_05_2021
Stolberg,0,06_06_2021
Stolberg,1,06_07_2021
Stolberg,11,06_08_2021
Stolberg,2,06_09_2021
Stolberg,0,06_10_2021
Stolberg,1,06_11_2021
Stolberg,4,06_12_2021
Stolberg,0,06_13_2021
Stolberg,2,06_14_2021
Würselen,null,08_05_2020
Würselen,0,08_06_2020
Würselen,1,08_07_2020
Würselen,0,08_08_2020
Würselen,0,08_09_2020
Würselen,1,08_10_2020
Würselen,0,08_11_2020
Würselen,0,08_12_2020
Würselen,1,08_13_2020
Würselen,0,08_14_2020
Würselen,0,08_15_2020
Würselen,0,08_16_2020
Würselen,2,08_17_2020
Würselen,0,08_18_2020
Würselen,0,08_19_2020
Würselen,0,08_20_2020
Würselen,0,08_21_2020
Würselen,0,08_22_2020
Würselen,0,08_23_2020
Würselen,1,08_24_2020
Würselen,0,08_25_2020
Würselen,0,08_26_2020
Würselen,2,08_27_2020
Würselen,2,08_28_2020
Würselen,0,08_29_2020
Würselen,0,08_30_2020
Würselen,0,08_31_2020
Würselen,0,09_01_2020
Würselen,1,09_02_2020
Würselen,0,09_03_2020
Würselen,0,09_04_2020
Würselen,0,09_05_2020
Würselen,0,09_06_2020
Würselen,1,09_07_2020
Würselen,1,09_08_2020
Würselen,0,09_09_2020
Würselen,1,09_10_2020
Würselen,2,09_11_2020
Würselen,0,09_12_2020
Würselen,0,09_13_2020
Würselen,2,09_14_2020
Würselen,0,09_15_2020
Würselen,2,09_16_2020
Würselen,2,09_17_2020
Würselen,1,09_18_2020
Würselen,0,09_19_2020
Würselen,0,09_20_2020
Würselen,0,09_21_2020
Würselen,0,09_22_2020
Würselen,0,09_23_2020
Würselen,1,09_24_2020
Würselen,0,09_25_2020
Würselen,0,09_26_2020
Würselen,0,09_27_2020
Würselen,1,09_28_2020
Würselen,1,09_29_2020
Würselen,1,09_30_2020
Würselen,0,10_01_2020
Würselen,1,10_02_2020
Würselen,0,10_03_2020
Würselen,6,10_04_2020
Würselen,0,10_05_2020
Würselen,1,10_06_2020
Würselen,4,10_07_2020
Würselen,1,10_08_2020
Würselen,0,10_09_2020
Würselen,4,10_10_2020
Würselen,1,10_11_2020
Würselen,4,10_12_2020
Würselen,1,10_13_2020
Würselen,9,10_14_2020
Würselen,9,10_15_2020
Würselen,6,10_16_2020
Würselen,7,10_17_2020
Würselen,0,10_18_2020
Würselen,7,10_19_2020
Würselen,0,10_20_2020
Würselen,5,10_21_2020
Würselen,11,10_22_2020
Würselen,16,10_23_2020
Würselen,14,10_24_2020
Würselen,0,10_25_2020
Würselen,26,10_26_2020
Würselen,-1,10_27_2020
Würselen,12,10_28_2020
Würselen,16,10_29_2020
Würselen,23,10_30_2020
Würselen,14,10_31_2020
Würselen,6,11_01_2020
Würselen,3,11_02_2020
Würselen,6,11_03_2020
Würselen,15,11_04_2020
Würselen,19,11_05_2020
Würselen,10,11_06_2020
Würselen,21,11_07_2020
Würselen,9,11_08_2020
Würselen,5,11_09_2020
Würselen,12,11_10_2020
Würselen,16,11_11_2020
Würselen,16,11_12_2020
Würselen,23,11_13_2020
Würselen,0,11_14_2020
Würselen,33,11_15_2020
Würselen,0,11_16_2020
Würselen,2,11_17_2020
Würselen,5,11_18_2020
Würselen,4,11_19_2020
Würselen,14,11_20_2020
Würselen,0,11_21_2020
Würselen,0,11_22_2020
Würselen,24,11_23_2020
Würselen,13,11_24_2020
Würselen,13,11_25_2020
Würselen,7,11_26_2020
Würselen,24,11_27_2020
Würselen,49,11_28_2020
Würselen,2,11_29_2020
Würselen,0,11_30_2020
Würselen,18,12_01_2020
Würselen,6,12_02_2020
Würselen,16,12_03_2020
Würselen,12,12_04_2020
Würselen,11,12_05_2020
Würselen,2,12_06_2020
Würselen,1,12_07_2020
Würselen,39,12_08_2020
Würselen,12,12_09_2020
Würselen,7,12_10_2020
Würselen,12,12_11_2020
Würselen,3,12_12_2020
Würselen,0,12_13_2020
Würselen,5,12_14_2020
Würselen,15,12_15_2020
Würselen,17,12_16_2020
Würselen,17,12_17_2020
Würselen,13,12_18_2020
Würselen,13,12_19_2020
Würselen,8,12_20_2020
Würselen,5,12_21_2020
Würselen,11,12_22_2020
Würselen,24,12_23_2020
Würselen,10,12_24_2020
Würselen,3,12_25_2020
Würselen,1,12_26_2020
Würselen,6,12_27_2020
Würselen,2,12_28_2020
Würselen,17,12_29_2020
Würselen,17,12_30_2020
Würselen,18,12_31_2020
Würselen,1,01_01_2021
Würselen,3,01_02_2021
Würselen,6,01_03_2021
Würselen,3,01_04_2021
Würselen,10,01_05_2021
Würselen,20,01_06_2021
Würselen,16,01_07_2021
Würselen,9,01_08_2021
Würselen,9,01_09_2021
Würselen,5,01_10_2021
Würselen,-1,01_11_2021
Würselen,8,01_12_2021
Würselen,12,01_13_2021
Würselen,42,01_14_2021
Würselen,7,01_15_2021
Würselen,1,01_16_2021
Würselen,0,01_17_2021
Würselen,0,01_18_2021
Würselen,8,01_19_2021
Würselen,3,01_20_2021
Würselen,5,01_21_2021
Würselen,9,01_22_2021
Würselen,13,01_23_2021
Würselen,7,01_24_2021
Würselen,1,01_25_2021
Würselen,5,01_26_2021
Würselen,5,01_27_2021
Würselen,7,01_28_2021
Würselen,7,01_29_2021
Würselen,9,01_30_2021
Würselen,0,01_31_2021
Würselen,0,02_01_2021
Würselen,0,02_02_2021
Würselen,5,02_03_2021
Würselen,-1,02_04_2021
Würselen,5,02_05_2021
Würselen,11,02_06_2021
Würselen,0,02_07_2021
Würselen,0,02_08_2021
Würselen,12,02_09_2021
Würselen,2,02_10_2021
Würselen,4,02_11_2021
Würselen,2,02_12_2021
Würselen,0,02_13_2021
Würselen,3,02_14_2021
Würselen,1,02_15_2021
Würselen,0,02_16_2021
Würselen,3,02_17_2021
Würselen,1,02_18_2021
Würselen,10,02_19_2021
Würselen,6,02_20_2021
Würselen,0,02_21_2021
Würselen,1,02_22_2021
Würselen,0,02_23_2021
Würselen,6,02_24_2021
Würselen,5,02_25_2021
Würselen,2,02_26_2021
Würselen,1,02_27_2021
Würselen,0,02_28_2021
Würselen,2,03_01_2021
Würselen,1,03_02_2021
Würselen,6,03_03_2021
Würselen,3,03_04_2021
Würselen,8,03_05_2021
Würselen,3,03_06_2021
Würselen,1,03_07_2021
Würselen,0,03_08_2021
Würselen,7,03_09_2021
Würselen,15,03_10_2021
Würselen,7,03_11_2021
Würselen,5,03_12_2021
Würselen,6,03_13_2021
Würselen,6,03_14_2021
Würselen,1,03_15_2021
Würselen,7,03_16_2021
Würselen,4,03_17_2021
Würselen,9,03_18_2021
Würselen,15,03_19_2021
Würselen,3,03_20_2021
Würselen,3,03_21_2021
Würselen,0,03_22_2021
Würselen,3,03_23_2021
Würselen,4,03_24_2021
Würselen,6,03_25_2021
Würselen,8,03_26_2021
Würselen,8,03_27_2021
Würselen,1,03_28_2021
Würselen,0,03_29_2021
Würselen,5,03_30_2021
Würselen,4,03_31_2021
Würselen,10,04_01_2021
Würselen,6,04_02_2021
Würselen,0,04_03_2021
Würselen,1,04_04_2021
Würselen,1,04_05_2021
Würselen,1,04_06_2021
Würselen,16,04_07_2021
Würselen,6,04_08_2021
Würselen,10,04_09_2021
Würselen,16,04_10_2021
Würselen,4,04_11_2021
Würselen,-2,04_12_2021
Würselen,9,04_13_2021
Würselen,17,04_14_2021
Würselen,6,04_15_2021
Würselen,9,04_16_2021
Würselen,8,04_17_2021
Würselen,2,04_18_2021
Würselen,1,04_19_2021
Würselen,6,04_20_2021
Würselen,12,04_21_2021
Würselen,7,04_22_2021
Würselen,3,04_23_2021
Würselen,8,04_24_2021
Würselen,6,04_25_2021
Würselen,-1,04_26_2021
Würselen,9,04_27_2021
Würselen,17,04_28_2021
Würselen,10,04_29_2021
Würselen,12,04_30_2021
Würselen,15,05_01_2021
Würselen,6,05_02_2021
Würselen,3,05_03_2021
Würselen,15,05_04_2021
Würselen,8,05_05_2021
Würselen,6,05_06_2021
Würselen,8,05_07_2021
Würselen,6,05_08_2021
Würselen,2,05_09_2021
Würselen,4,05_10_2021
Würselen,5,05_11_2021
Würselen,18,05_12_2021
Würselen,14,05_13_2021
Würselen,3,05_14_2021
Würselen,8,05_15_2021
Würselen,1,05_16_2021
Würselen,7,05_17_2021
Würselen,20,05_18_2021
Würselen,17,05_19_2021
Würselen,3,05_20_2021
Würselen,9,05_21_2021
Würselen,5,05_22_2021
Würselen,0,05_23_2021
Würselen,1,05_24_2021
Würselen,1,05_25_2021
Würselen,3,05_26_2021
Würselen,7,05_27_2021
Würselen,2,05_28_2021
Würselen,1,05_29_2021
Würselen,0,05_30_2021
Würselen,0,05_31_2021
Würselen,1,06_01_2021
Würselen,1,06_02_2021
Würselen,1,06_03_2021
Würselen,2,06_04_2021
Würselen,0,06_05_2021
Würselen,1,06_06_2021
Würselen,0,06_07_2021
Würselen,2,06_08_2021
Würselen,3,06_09_2021
Würselen,2,06_10_2021
Würselen,0,06_11_2021
Würselen,0,06_12_2021
Würselen,0,06_13_2021
Würselen,0,06_14_2021
